dataset,size,num_samples,prompt,n_shots,model,base_method,cal_method,split,norm_error_rate:values,norm_error_rate,norm_error_rate:mean,norm_error_rate:median,norm_error_rate:std,norm_error_rate:Q1,norm_error_rate:Q3,norm_cross_entropy:values,norm_cross_entropy,norm_cross_entropy:mean,norm_cross_entropy:median,norm_cross_entropy:std,norm_cross_entropy:Q1,norm_cross_entropy:Q3,ece:values,ece,ece:mean,ece:median,ece:std,ece:Q1,ece:Q3,cal_loss_bias:values,cal_loss_bias,cal_loss_bias:mean,cal_loss_bias:median,cal_loss_bias:std,cal_loss_bias:Q1,cal_loss_bias:Q3,norm_min_calibration_bias:values,norm_min_calibration_bias,norm_min_calibration_bias:mean,norm_min_calibration_bias:median,norm_min_calibration_bias:std,norm_min_calibration_bias:Q1,norm_min_calibration_bias:Q3
20newsgroups,4,80,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,[0.51058461 0.44721716 0.48801346 0.46824618 0.4636198 ],0.476 ± 0.022,0.47553624001121547,0.46824617972802474,0.021822859292309302,0.4636197953175382,0.4880134585728305,[0.52933541 0.49854186 0.53811496 0.50208696 0.49596515],0.513 ± 0.017,0.5128088679544549,0.5020869555325541,0.01741116053127524,0.4985418617706526,0.5293354129619666,[0.11589616 0.06705115 0.1131205  0.07319623 0.0598418 ],0.086 ± 0.024,0.08582116747325799,0.07319622932046754,0.023817593294710816,0.06705114659678608,0.11312049967960636,[17.219852  12.106758  18.598951  12.7273445 11.681028 ],14.467 ± 2.864,14.466786,12.7273445,2.8639135,12.106758117675781,17.219852447509766,[0.4385719  0.43857187 0.43841642 0.43857187 0.43841648],0.439 ± 0.000,0.4385097,0.43857187,7.614437e-05,0.4384164810180664,0.43857187032699585
20newsgroups,4,80,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,[0.60479462 0.60479462 0.60409365 0.60479462 0.60409365],0.605 ± 0.000,0.6045142296368989,0.6047946165708677,0.00034340245938354247,0.6040936492359457,0.6047946165708677,[0.67796198 0.67750611 0.67896684 0.67960107 0.67758064],0.678 ± 0.001,0.67832332851284,0.6779619819817644,0.0008242263300522217,0.6775806376415808,0.6789668433464208,[0.03809941 0.0396835  0.03630579 0.04012353 0.06828997],0.045 ± 0.012,0.044500439170168236,0.03968349808578715,0.011970191759492292,0.03809941477470679,0.04012352528465416,[35.367374 35.323887 35.485626 35.52326  35.35364 ],35.411 ± 0.079,35.41076,35.367374,0.078679815,35.353641510009766,35.485626220703125,[0.43857187 0.43857187 0.43841648 0.43857187 0.43841636],0.439 ± 0.000,0.43850964,0.43857187,7.615413e-05,0.4384164810180664,0.43857187032699585
agnews,8,32,basic_agnews_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,[0.41385965 0.19122807 0.34842105 0.24754386 0.21929825],0.284 ± 0.084,0.2840701754385965,0.24754385964912282,0.0838278879881585,0.2192982456140351,0.34842105263157896,[3.28742213 0.30984511 0.48863857 0.36202487 1.22096019],1.134 ± 1.126,1.1337781728728227,0.48863856718911497,1.1257403736049088,0.3620248685594397,1.2209601906108563,[0.27555198 0.04209523 0.04416988 0.02206678 0.13931115],0.105 ± 0.095,0.10463900553819319,0.04416988279333231,0.0946570794486708,0.04209523204023366,0.13931114594833566,[90.41109    1.8221306 31.967485  13.044498  73.71894  ],42.193 ± 34.359,42.19283,31.967485,34.35949,13.044498443603516,73.71894073486328,[0.3156093  0.30469406 0.3330618  0.31515032 0.3214083 ],0.318 ± 0.009,0.31798476,0.3156093,0.009266691,0.31515032052993774,0.32140830159187317
agnews,8,32,basic_agnews_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,[0.38508772 0.22596491 0.44280702 0.26105263 0.24614035],0.312 ± 0.086,0.3122105263157895,0.26105263157894737,0.08577555944995943,0.246140350877193,0.3850877192982456,[0.48126073 0.34586306 0.54899942 0.38126311 0.37431934],0.426 ± 0.077,0.4263411319653275,0.38126311298837673,0.07651958374736335,0.3743193364260426,0.4812607288468549,[0.03589234 0.02539582 0.07206138 0.03326322 0.07051407],0.047 ± 0.020,0.047425364971769045,0.03589233585031301,0.019793431528063902,0.03326322239628459,0.07051406998695034,[34.499542 12.046311 39.44746  17.432215 14.276084],23.540 ± 11.211,23.540323,17.432215,11.210609,14.276083946228027,34.499542236328125,[0.31560907 0.30469415 0.33306178 0.3151506  0.32140812],0.318 ± 0.009,0.31798476,0.31560907,0.009266638,0.31515058875083923,0.32140812277793884
agnews,8,32,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,[0.30719298 0.29070175 0.37859649 0.31438596 0.30719298],0.320 ± 0.030,0.3196140350877193,0.30719298245614035,0.030498353799632106,0.30719298245614035,0.3143859649122807,[0.44713614 0.41692071 0.51086434 0.45535152 0.42664933],0.451 ± 0.033,0.45138440640371513,0.4471361388064066,0.0327756599455733,0.42664932564250657,0.4553515206779995,[0.09261992 0.04948536 0.07029857 0.03070745 0.02734823],0.054 ± 0.025,0.0540919054640665,0.04948535752969905,0.024618453402830278,0.03070744689657858,0.07029856839676335,[13.043594   6.6242523 23.795263  14.612442   8.753444 ],13.366 ± 5.952,13.365799,13.043594,5.9523764,8.753443717956543,14.612442016601562,[0.38920078 0.38968927 0.38968882 0.389201   0.38968903],0.389 ± 0.000,0.38949376,0.38968882,0.0002391472,0.38920098543167114,0.38968902826309204
agnews,8,32,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,[0.41017544 0.41052632 0.41052632 0.41017544 0.41052632],0.410 ± 0.000,0.4103859649122807,0.4105263157894737,0.00017189401703740568,0.41017543859649125,0.4105263157894737,[0.98978406 0.99113702 0.99113702 0.98978406 0.99113702],0.991 ± 0.001,0.990595834139592,0.9911370187883608,0.0006628131230556093,0.9897840571664385,0.9911370187883608,[0.12465237 0.1247248  0.1247248  0.12465237 0.1247248 ],0.125 ± 0.000,0.12469582675813391,0.1247247960286399,3.547996548017458e-05,0.1246523728523749,0.1247247960286399,[60.71733  60.721596 60.721596 60.71733  60.721596],60.720 ± 0.002,60.71989,60.721596,0.0020893323,60.71733093261719,60.721595764160156,[0.38920078 0.38968897 0.38968897 0.38920078 0.38968897],0.389 ± 0.000,0.3894937,0.38968897,0.00023916419,0.38920077681541443,0.38968896865844727
agnews,8,32,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,[0.28877193 0.28807018 0.38964912 0.30701754 0.30052632],0.315 ± 0.038,0.31480701754385965,0.3005263157894737,0.03810154742634391,0.2887719298245614,0.30701754385964913,[0.4189325  0.41671953 0.50964792 0.44306919 0.43064501],0.444 ± 0.034,0.4438028315125616,0.43064501224127355,0.03423822700478842,0.4189325010747759,0.44306919451860355,[0.07668528 0.05930732 0.04991742 0.02451696 0.06641833],0.055 ± 0.018,0.05536906325457469,0.05930732090706311,0.017740066489205928,0.04991741915802825,0.06641833287577238,[ 7.1894484  6.5791836 23.613382  12.2453985  9.600069 ],11.845 ± 6.214,11.845497,9.600069,6.214464,7.189448356628418,12.24539852142334,[0.38920078 0.3896892  0.38968888 0.38920072 0.3896889 ],0.389 ± 0.000,0.3894937,0.38968888,0.00023919341,0.38920077681541443,0.3896889090538025
agnews,8,32,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,[0.41017544 0.41052632 0.41052632 0.41017544 0.41052632],0.410 ± 0.000,0.4103859649122807,0.4105263157894737,0.00017189401703740568,0.41017543859649125,0.4105263157894737,[0.7544992  0.77570208 0.75478786 0.79957098 0.75634173],0.768 ± 0.018,0.7681803696507866,0.7563417271804105,0.01759905598492156,0.7547878599549082,0.7757020825280545,[0.17264713 0.22444787 0.17182286 0.04565444 0.18020355],0.159 ± 0.060,0.158955170823111,0.1726471269448158,0.059884705106815095,0.17182285789355778,0.18020355488014386,[48.467323 49.812847 48.422226 51.37223  48.528187],49.321 ± 1.150,49.32056,48.528187,1.15018,48.467323303222656,49.81284713745117,[0.3892009  0.38968894 0.38968897 0.3892007  0.38968912],0.389 ± 0.000,0.38949373,0.38968894,0.00023917636,0.389200896024704,0.38968896865844727
dbpedia,256,3584,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,[0.01556663 0.0138543  0.01743462 0.01400996 0.0138543 ],0.015 ± 0.001,0.0149439601494396,0.014009962640099627,0.0014027248226735755,0.013854296388542964,0.015566625155666251,[0.02069457 0.02059888 0.02432584 0.01858505 0.02122058],0.021 ± 0.002,0.021084982999519466,0.020694565763980224,0.001852563273705405,0.02059887871499455,0.021220581117742412,[0.0040672  0.00311865 0.00282445 0.00213718 0.00478155],0.003 ± 0.001,0.0033858067752009003,0.003118652995959354,0.0009335885012962194,0.0028244487686784536,0.004067200516463811,[ 9.448864  8.461105 23.413263  9.381842  9.258616],11.993 ± 5.721,11.992739,9.381842,5.721264,9.25861644744873,9.448863983154297,[0.01954078 0.01959284 0.01929775 0.01755007 0.01997472],0.019 ± 0.001,0.019191232,0.019540781,0.0008487725,0.019297750666737556,0.01959284022450447
dbpedia,256,3584,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,[0.01603362 0.02334994 0.01836862 0.01556663 0.0263076 ],0.020 ± 0.004,0.019925280199252805,0.018368617683686177,0.0042196753762340925,0.01603362391033624,0.023349937733499377,[0.02158386 0.0335975  0.02482479 0.02039432 0.03486072],0.027 ± 0.006,0.02705223897162291,0.024824794501055816,0.006049881676331694,0.021583864291800405,0.03359750146291856,[0.00308739 0.00399068 0.00259332 0.00161047 0.0084026 ],0.004 ± 0.002,0.0039368899095373056,0.003087388363470929,0.002361547831236921,0.0025933178861687247,0.003990675301456823,[13.179763 43.87682  24.952574 17.42098  44.763477],28.839 ± 13.194,28.838724,24.952574,13.194031,17.42098045349121,43.8768196105957,[0.01954091 0.01959256 0.01929787 0.01755045 0.01997462],0.019 ± 0.001,0.01919128,0.019540908,0.00084859686,0.019297868013381958,0.019592560827732086
dbpedia,256,3584,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,[0.14212329 0.14585928 0.14585928 0.14601494 0.14476961],0.145 ± 0.001,0.14492528019925283,0.1458592777085928,0.001470201613090622,0.14476961394769616,0.1458592777085928,[0.15911458 0.15945639 0.15901146 0.16000309 0.15967038],0.159 ± 0.000,0.15945118191540406,0.1594563910457761,0.0003631336729063766,0.1591145843883939,0.15967038364214078,[0.01848943 0.02241851 0.01852217 0.02698563 0.02108027],0.021 ± 0.003,0.02149920008761714,0.021080270125794682,0.0031318659841931096,0.01852217319673524,0.022418506016471055,[0.9435459  1.1558744  0.63465625 1.2504796  1.2883592 ],1.055 ± 0.242,1.0545831,1.1558744,0.24164206,0.9435458779335022,1.2504795789718628,[0.15815632 0.15815687 0.15854676 0.15854679 0.15815634],0.158 ± 0.000,0.15831262,0.15815687,0.0001911908,0.15815633535385132,0.15854676067829132
dbpedia,256,3584,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,[0.40068493 0.40068493 0.4008406  0.4008406  0.40068493],0.401 ± 0.000,0.400747198007472,0.4006849315068493,7.626057729713764e-05,0.4006849315068493,0.400840597758406,[1.36609904 1.36609904 1.36678168 1.36678168 1.36609904],1.366 ± 0.000,1.3663720964555908,1.3660990379522673,0.0003344270015354123,1.3660990379522673,1.3667816842105762,[0.0906789  0.0906789  0.09106288 0.09106288 0.0906789 ],0.091 ± 0.000,0.09083249083896586,0.09067889710862874,0.0001881131335082842,0.09067889710862874,0.09106288143447153,[88.462524 88.462524 88.43983  88.43983  88.462524],88.453 ± 0.011,88.453445,88.462524,0.011119434,88.43982696533203,88.4625244140625,[0.15815608 0.15815608 0.15854624 0.15854624 0.15815608],0.158 ± 0.000,0.15831214,0.15815608,0.00019113717,0.15815608203411102,0.15854623913764954
dbpedia,256,3584,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,[0.15052927 0.15535492 0.15270859 0.1508406  0.15068493],0.152 ± 0.002,0.15202366127023664,0.15084059775840597,0.0018434459954031698,0.15068493150684933,0.15270859277708593,[0.2202891  0.22087123 0.22058895 0.22058215 0.22055856],0.221 ± 0.000,0.22057799714237877,0.22058214540848028,0.00018437121207824728,0.22055856252379158,0.22058895153573907,[0.18664013 0.17954905 0.18385444 0.18216195 0.1866457 ],0.184 ± 0.003,0.1837702531503077,0.18385443530101783,0.0027172316393145896,0.18216194843974928,0.18664013377167485,[28.451624 28.640186 28.372532 28.370329 28.539038],28.475 ± 0.103,28.474741,28.451624,0.103333645,28.37253189086914,28.539037704467773,[0.1581565  0.1581565  0.1585467  0.15854625 0.15815653],0.158 ± 0.000,0.1583125,0.15815653,0.00019104475,0.15815649926662445,0.15854625403881073
dbpedia,256,3584,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,[0.40068493 0.40068493 0.4008406  0.4008406  0.40068493],0.401 ± 0.000,0.400747198007472,0.4006849315068493,7.626057729713764e-05,0.4006849315068493,0.400840597758406,[0.86847268 0.87184724 0.86868309 0.86909884 0.86845477],0.869 ± 0.001,0.8693113232844107,0.8686830908620843,0.0012890064047582396,0.8684726795751354,0.869098844833971,[0.42009807 0.37395641 0.41814942 0.39735055 0.41974117],0.406 ± 0.018,0.4058591223064981,0.4181494195129756,0.01809248027096953,0.3973505518231404,0.41974116851202886,[81.85167  81.92191  81.81129  81.819984 81.8513  ],81.851 ± 0.039,81.851234,81.8513,0.038905114,81.81998443603516,81.85166931152344,[0.1581569  0.15815653 0.15854631 0.15854657 0.15815657],0.158 ± 0.000,0.15831259,0.1581569,0.00019094863,0.15815657377243042,0.1585463136434555
banking77,64,4928,basic_banking77_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,[0.14735099 0.12682119 0.16125828 0.13874172 0.13642384],0.142 ± 0.012,0.14211920529801322,0.13874172185430464,0.011589214757206557,0.13642384105960262,0.14735099337748345,[0.11823691 0.10525029 0.12187016 0.11244755 0.11492511],0.115 ± 0.006,0.11454600477742675,0.1149251112441555,0.0056253656130411,0.11244755111953832,0.11823691280835878,[0.01530703 0.01486017 0.01933232 0.02018054 0.01685876],0.017 ± 0.002,0.017307763390639753,0.0168587635568394,0.002123529597730636,0.015307027363732103,0.01933231647615054,[8.24195   5.8554997 7.1171255 5.7031016 7.2690105],6.837 ± 0.947,6.8373384,7.1171255,0.9474234,5.855499744415283,7.269010543823242,[0.11284622 0.1037755  0.11760486 0.11082845 0.11133314],0.111 ± 0.004,0.11127764,0.11133314,0.0044492935,0.1108284518122673,0.11284621804952621
banking77,64,4928,basic_banking77_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,[0.16788079 0.15662252 0.17384106 0.16092715 0.18311258],0.168 ± 0.009,0.16847682119205296,0.16788079470198675,0.009389971854180704,0.1609271523178808,0.17384105960264898,[0.13841981 0.12492191 0.13324851 0.12996577 0.14800069],0.135 ± 0.008,0.13491133758150167,0.13324850812628608,0.007882296833793588,0.12996576524430042,0.13841981046978719,[0.03370521 0.03383586 0.01589149 0.01024744 0.04580603],0.028 ± 0.013,0.027897207121946432,0.03370520922857437,0.013002907912016979,0.015891493860370767,0.03383585918472339,[21.621128 20.680563 15.048567 18.413471 27.99279 ],20.751 ± 4.271,20.751305,20.680563,4.270536,18.413471221923828,21.62112808227539,[0.11284602 0.10377529 0.11760544 0.11082875 0.11133311],0.111 ± 0.004,0.11127772,0.11133311,0.0044495114,0.11082874983549118,0.1128460168838501
banking77,64,4928,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,[0.40397351 0.40463576 0.40629139 0.40596026 0.40463576],0.405 ± 0.001,0.4050993377483444,0.40463576158940395,0.0008785761034053977,0.40463576158940395,0.4059602649006622,[0.36244203 0.36200432 0.36161703 0.36235102 0.361371  ],0.362 ± 0.000,0.3619570794066728,0.3620043230958211,0.0004127289614857988,0.361617026856041,0.3623510227212171,[0.04016649 0.03830525 0.03380039 0.03345702 0.0429814 ],0.038 ± 0.004,0.037742110851151756,0.03830524564600905,0.0036754342276600818,0.03380039277674302,0.040166490934126345,[1.2910274  1.1716892  1.0658377  1.3572378  0.99847996],1.177 ± 0.134,1.1768544,1.1716892,0.13397199,1.0658377408981323,1.2910274267196655,[0.36072892 0.36072913 0.36072877 0.36040512 0.36072865],0.361 ± 0.000,0.3606641,0.36072877,0.00012950013,0.3607286512851715,0.360728919506073
banking77,64,4928,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,[0.88145695 0.88145695 0.88145695 0.88344371 0.88145695],0.882 ± 0.001,0.8818543046357614,0.8814569536423841,0.0007947019867549532,0.8814569536423841,0.8814569536423841,[1.78291672 1.78291672 1.78291672 1.78268975 1.78291672],1.783 ± 0.000,1.7828713289248512,1.7829167235178198,9.078918593701246e-05,1.7829167235178198,1.7829167235178198,[0.48706296 0.48706296 0.48706296 0.4889652  0.48706296],0.487 ± 0.001,0.48744341020729537,0.48706296254521886,0.0007608953241530214,0.48706296254521886,0.48706296254521886,[79.933846 79.933846 79.933846 79.94978  79.933846],79.937 ± 0.006,79.937035,79.933846,0.0063751223,79.93384552001953,79.93384552001953,[0.36072904 0.36072904 0.36072904 0.360405   0.36072904],0.361 ± 0.000,0.36066422,0.36072904,0.00012961625,0.36072903871536255,0.36072903871536255
